Global Volcanism Program - Volcanoes of the World 4.8.6,,,,Downloaded on 05 Mar 2020 at 08:30 AM,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Start Year,Event Number,Event Type,Event Remarks,Event Date Year Modifier,Event Date Year,Event Date Year Uncertainty,Event Date Month,Event Date Day Modifier,Event Date Day,Event Date Day Uncertainty
222052,Silali,13984,-6050,101869,Lava flow(s),,,,,,,,
300060,Mutnovsky,13985,1939,101871,Explosion,,,,,,,,
300060,Mutnovsky,13986,1945,101873,Explosion,,,,,,,,
222052,Silali,13987,-5050,101875,Lava flow(s),,,,,,,,
222052,Silali,13987,-5050,101876,Lava dome formation,,,,,,,,
222053,Paka,13988,-7550,101878,Explosion,,,,,,,,
222053,Paka,13988,-7550,101879,Tephra,,,,,,,,
222053,Paka,13988,-7550,101880,Pyroclastic flow,,,,,,,,
222053,Paka,13988,-7550,101881,Lahar or mudflow,,,,,,,,
222053,Paka,13988,-7550,101882,Caldera formation,Explosion,,,,,,,
222060,Menengai,13989,-7350,101884,Explosion,,,,,,,,
222060,Menengai,13989,-7350,101885,Ash,,,,,,,,
222060,Menengai,13989,-7350,101886,Phreatic activity,,,,,,,,
222120,"Lengai, Ol Doinyo",14003,1882,101888,Lava flow(s),Uncertain,,,,,,,
222120,"Lengai, Ol Doinyo",14003,1882,101889,Loud audible noises,,,,,,,,
222120,"Lengai, Ol Doinyo",14004,1894,101890,Fumarolic or solfataric,,,,,,,,
222120,"Lengai, Ol Doinyo",14005,1904,101892,Lava flow(s),,,,,,,,
222120,"Lengai, Ol Doinyo",14006,1907,101894,Lava flow(s),,,,,,,,
222120,"Lengai, Ol Doinyo",14007,1913,101896,Lava flow(s),,,,,,,,
222120,"Lengai, Ol Doinyo",14008,1914,101898,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,14009,1922,101900,Explosion,,,,,,,,
300260,Klyuchevskoy,14010,1923,101902,Explosion,,,,,,,,
300260,Klyuchevskoy,14011,1925,101904,Explosion,,,,,,,,
222120,"Lengai, Ol Doinyo",14012,1916,101906,Explosion,,,,,,,,
222120,"Lengai, Ol Doinyo",14012,1916,101907,Ash,,,,,,,,
222120,"Lengai, Ol Doinyo",14012,1916,101908,Lava flow(s),,,,,,,,
222120,"Lengai, Ol Doinyo",14012,1916,101909,Property damage,,,,,,,,
222120,"Lengai, Ol Doinyo",14012,1916,101910,Fauna kill,Terrestrial.,,,,,,,
222120,"Lengai, Ol Doinyo",14013,1921,101912,Explosion,,,,,,,,
222120,"Lengai, Ol Doinyo",14013,1921,101913,Lahar or mudflow,,,,,,,,
222120,"Lengai, Ol Doinyo",14014,1926,101915,Explosion,,,,,,,,
222120,"Lengai, Ol Doinyo",14014,1926,101916,Ash,,,,,,,,
222120,"Lengai, Ol Doinyo",14015,1940,101918,Explosion,,,,,,,,
222120,"Lengai, Ol Doinyo",14015,1940,101919,Ash,,,,,,,,
222120,"Lengai, Ol Doinyo",14015,1940,101920,Lapilli,,,,,,,,
222120,"Lengai, Ol Doinyo",14020,1967,101921,Property damage,,,,,,,,
222120,"Lengai, Ol Doinyo",14021,1969,101923,Explosion,Uncertain,,,,,,,
222120,"Lengai, Ol Doinyo",14023,1983,101926,Explosion,,,,,,,,
222120,"Lengai, Ol Doinyo",14023,1983,101927,Ash,,,,,,,,
222120,"Lengai, Ol Doinyo",14023,1983,101928,Bombs,,,,,,,,
222120,"Lengai, Ol Doinyo",14023,1983,101929,Lava flow(s),,,,,,,,
222120,"Lengai, Ol Doinyo",14023,1983,101930,Lava lake,,,,,,,,
222120,"Lengai, Ol Doinyo",14023,1983,101931,Earthquakes (undefined),,,,,,,,
222120,"Lengai, Ol Doinyo",14024,1994,101933,Explosion,weak or small,,,,,,,
222120,"Lengai, Ol Doinyo",14024,1994,101934,Lapilli,,,,,,,,
222120,"Lengai, Ol Doinyo",14024,1994,101935,Lava flow(s),,,,,,,,
222120,"Lengai, Ol Doinyo",14024,1994,101936,Lava lake,,,,,,,,
222120,"Lengai, Ol Doinyo",14024,1994,101937,Evacuations,,,2006,,4,,1,
222120,"Lengai, Ol Doinyo",14024,1994,101938,Lava fountains,,,,,,,,
222120,"Lengai, Ol Doinyo",14024,1994,101939,Earthquakes (undefined),,,,,,,,
222164,Ngozi,14025,-8250,101941,Explosion,,,,,,,,
222164,Ngozi,14025,-8250,101942,Ash,,,,,,,,
222164,Ngozi,14025,-8250,101943,Lapilli,,,,,,,,
222164,Ngozi,14025,-8250,101944,Pyroclastic flow,,,,,,,,
222164,Ngozi,14025,-8250,101945,Caldera formation,Explosion,,,,,,,
222164,Ngozi,14025,-8250,101946,Pumice,,,,,,,,
222164,Ngozi,14026,1450,101948,Explosion,,,,,,,,
222164,Ngozi,14026,1450,101949,Ash,,,,,,,,
222164,Ngozi,14026,1450,101950,Pyroclastic flow,,,,,,,,
222166,Rungwe,14027,-2050,101952,Explosion,,,,,,,,
222166,Rungwe,14027,-2050,101953,Lapilli,,,,,,,,
223020,Nyamuragira,14038,1550,101955,Lava flow(s),Uncertain,,,,,,,
223020,Nyamuragira,14038,1550,101956,Caldera formation,Lava effusion,,,,,,,
223020,Nyamuragira,14041,1894,101960,Explosion,,,,,,,,
223020,Nyamuragira,14041,1894,101961,Lava flow(s),,,,,,,,
223020,Nyamuragira,14042,1896,101962,Explosion,,,,,,,,
223020,Nyamuragira,14043,1899,101965,Explosion,,,,,,,,
223020,Nyamuragira,14043,1899,101966,Lava flow(s),,,,,,,,
223020,Nyamuragira,14044,1901,101968,Explosion,,,,,,,,
223020,Nyamuragira,14044,1901,101969,Scoria,,,,,,,,
223020,Nyamuragira,14044,1901,101970,Lava flow(s),,,,,,,,
223020,Nyamuragira,14044,1901,101971,Cinder cone formation,,,,,,,,
223020,Nyamuragira,14044,1901,101972,Crater formation,Parasitic.,,,,,,,
223020,Nyamuragira,14045,1902,101975,Lava flow(s),,,,,,,,
223020,Nyamuragira,14046,1904,101977,Explosion,,,,,,,,
223020,Nyamuragira,14046,1904,101978,Scoria,,,,,,,,
223020,Nyamuragira,14046,1904,101979,Lava flow(s),,,,,,,,
223020,Nyamuragira,14046,1904,101980,Cinder cone formation,,,,,,,,
223020,Nyamuragira,14046,1904,101981,Crater formation,Parasitic.,,,,,,,
223020,Nyamuragira,14047,1905,101983,Explosion,,,,,,,,
223020,Nyamuragira,14047,1905,101984,Scoria,,,,,,,,
223020,Nyamuragira,14047,1905,101985,Lava flow(s),,,,,,,,
223020,Nyamuragira,14047,1905,101986,Cinder cone formation,,,,,,,,
223020,Nyamuragira,14056,1938,101989,Explosion,,,,,,,,
223020,Nyamuragira,14056,1938,101990,Phreatic activity,,,,,,,,
223020,Nyamuragira,14056,1938,101991,Lava flow(s),,,,,,,,
223020,Nyamuragira,14056,1938,101992,Lava lake,,,,,,,,
223020,Nyamuragira,14056,1938,101993,Property damage,,,,,,,,
223020,Nyamuragira,14056,1938,101994,Tsunami,,,,,,,,
223020,Nyamuragira,14056,1938,101995,Fauna kill,Aquatic.,,,,,,,
223020,Nyamuragira,14056,1938,101996,Fauna kill,Terrestrial.,,,,,,,
223020,Nyamuragira,14057,1948,101999,Explosion,,,,,,,,
223020,Nyamuragira,14057,1948,102000,Bombs,,,,,,,,
223020,Nyamuragira,14057,1948,102001,Scoria,,,,,,,,
223020,Nyamuragira,14057,1948,102002,Lava flow(s),,,,,,,,
223020,Nyamuragira,14057,1948,102003,Lava lake,,,,,,,,
223020,Nyamuragira,14057,1948,102004,Lava fountains,,,,,,,,
223020,Nyamuragira,14057,1948,102005,Cinder cone formation,,,,,,,,
223020,Nyamuragira,14057,1948,102006,Crater formation,Parasitic.,,,,,,,
223020,Nyamuragira,14057,1948,102007,Earthquakes (undefined),Before.,,,,,,,
223020,Nyamuragira,14058,1951,102009,Explosion,,,,,,,,
223020,Nyamuragira,14058,1951,102010,Tephra,,,,,,,,
223020,Nyamuragira,14059,1951,102014,Explosion,,,,,,,,
223020,Nyamuragira,14059,1951,102015,Ash,,,,,,,,
223020,Nyamuragira,14059,1951,102016,Scoria,,,,,,,,
223020,Nyamuragira,14059,1951,102017,Lava flow(s),,,,,,,,
223020,Nyamuragira,14059,1951,102018,Lava lake,Small,,,,,,,
223020,Nyamuragira,14059,1951,102019,Flames,,,,,,,,
223020,Nyamuragira,14066,1967,102020,Explosion,,,,,,,,
223020,Nyamuragira,14066,1967,102021,Scoria,,,,,,,,
223020,Nyamuragira,14066,1967,102022,Lava flow(s),,,,,,,,
223020,Nyamuragira,14066,1967,102023,Lava fountains,,,,,,,,
223020,Nyamuragira,14066,1967,102024,Cinder cone formation,,,,,,,,
223020,Nyamuragira,14066,1967,102025,Crater formation,Parasitic.,,,,,,,
223020,Nyamuragira,14067,1971,102027,Explosion,,,,,,,,
223020,Nyamuragira,14067,1971,102028,Tephra,,,,,,,,
223020,Nyamuragira,14067,1971,102029,Scoria,,,,,,,,
223020,Nyamuragira,14067,1971,102030,Lava flow(s),,,,,,,,
223020,Nyamuragira,14067,1971,102031,Property damage,,,,,,,,
223020,Nyamuragira,14067,1971,102032,Lava fountains,,,,,,,,
223020,Nyamuragira,14067,1971,102033,Cinder cone formation,,,,,,,,
223020,Nyamuragira,14067,1971,102034,Crater formation,Parasitic.,,,,,,,
223020,Nyamuragira,14067,1971,102035,Earthquakes (undefined),Before.,,,,,,,
223020,Nyamuragira,14067,1971,102036,Earthquakes (undefined),,,,,,,,
223020,Nyamuragira,14068,1976,102039,Explosion,,,,,,,,
223020,Nyamuragira,14068,1976,102040,Lapilli,,,,,,,,
223020,Nyamuragira,14068,1976,102041,Lava flow(s),"violent, strong, or large",,,,,,,
223020,Nyamuragira,14068,1976,102042,Lava lake,,,,,,,,
223020,Nyamuragira,14068,1976,102043,Lava fountains,,,,,,,,
223020,Nyamuragira,14068,1976,102044,Cinder cone formation,,,,,,,,
223020,Nyamuragira,14068,1976,102045,Crater formation,Parasitic.,,,,,,,
223020,Nyamuragira,14068,1976,102046,Earthquakes (undefined),Before.,,,,,,,
223020,Nyamuragira,14069,1980,102049,Explosion,,,,,,,,
223020,Nyamuragira,14069,1980,102050,Ash,,,,,,,,
223020,Nyamuragira,14069,1980,102051,Scoria,,,,,,,,
223020,Nyamuragira,14069,1980,102052,Lava flow(s),,,,,,,,
223020,Nyamuragira,14073,1986,102053,Lava flow(s),,,,,,,,
223020,Nyamuragira,14073,1986,102054,Lava lake,,,,,,,,
223020,Nyamuragira,14073,1986,102055,Property damage,,,,,,,,
223020,Nyamuragira,14073,1986,102056,Lava fountains,,,,,,,,
223020,Nyamuragira,14073,1986,102057,Earthquakes (undefined),Before.,,,,,,,
223020,Nyamuragira,14073,1986,102058,Earthquakes (undefined),,,,,,,,
223020,Nyamuragira,14073,1986,102059,Fauna kill,Terrestrial.,,,,,,,
223020,Nyamuragira,14074,1987,102061,Explosion,weak or small,,,,,,,
223020,Nyamuragira,14074,1987,102062,Scoria,,,,,,,,
223020,Nyamuragira,14074,1987,102063,Lava flow(s),,,,,,,,
223020,Nyamuragira,14074,1987,102064,Lava fountains,,,,,,,,
223020,Nyamuragira,14074,1987,102065,Crater formation,Parasitic.,,,,,,,
223020,Nyamuragira,14074,1987,102066,Earthquakes (undefined),Before.,,,,,,,
223020,Nyamuragira,14075,1989,102070,Explosion,,,,,,,,
223020,Nyamuragira,14075,1989,102071,Scoria,,,,,,,,
223020,Nyamuragira,14075,1989,102072,Lava flow(s),,,,,,,,
223020,Nyamuragira,14075,1989,102073,Lava fountains,,,,,,,,
223020,Nyamuragira,14075,1989,102074,Cinder cone formation,,,,,,,,
223020,Nyamuragira,14075,1989,102075,Volcanic tremor,,,,,,,,
223020,Nyamuragira,14075,1989,102076,Earthquakes (undefined),Before.,,,,,,,
223020,Nyamuragira,14076,1991,102078,Explosion,,,,,,,,
223020,Nyamuragira,14076,1991,102079,Lava flow(s),,,,,,,,
223020,Nyamuragira,14076,1991,102080,Property damage,,,,,,,,
223020,Nyamuragira,14076,1991,102081,Lava fountains,,,,,,,,
223020,Nyamuragira,14076,1991,102082,Cinder cone formation,,,,,,,,
223020,Nyamuragira,14076,1991,102083,Volcanic tremor,,,,,,,,
223020,Nyamuragira,14076,1991,102084,Earthquakes (undefined),Before.,,,,,,,
223020,Nyamuragira,14083,2004,102086,Explosion,,,,,,,,
223020,Nyamuragira,14083,2004,102087,Ash,,,,,,,,
223020,Nyamuragira,14083,2004,102088,Lava flow(s),,,,,,,,
223020,Nyamuragira,14083,2004,102089,Lava lake,,,,,,,,
223020,Nyamuragira,14083,2004,102090,Lava fountains,,,,,,,,
223020,Nyamuragira,14083,2004,102091,Earthquakes (undefined),Before.,,,,,,,
223020,Nyamuragira,14084,2006,102093,Explosion,,,,,,,,
223020,Nyamuragira,14084,2006,102094,Ash,,,,,,,,
223020,Nyamuragira,14084,2006,102095,Lava flow(s),,,,,,,,
223020,Nyamuragira,14084,2006,102096,Lava fountains,,,,,,,,
223020,Nyamuragira,14084,2006,102097,Earthquakes (undefined),Before.,,,,,,,
223020,Nyamuragira,14085,2010,102100,Lava flow(s),,,,,,,,
223020,Nyamuragira,14085,2010,102101,Property damage,,,,,,,,
223020,Nyamuragira,14085,2010,102102,Lava fountains,,,,,,,,
223020,Nyamuragira,14085,2010,102103,Cinder cone formation,,,,,,,,
223020,Nyamuragira,14085,2010,102104,Volcanic tremor,,,,,,,,
223020,Nyamuragira,14085,2010,102105,Earthquakes (undefined),Before.,,,,,,,
223020,Nyamuragira,14085,2010,102106,Earthquakes (undefined),,,,,,,,
223030,Nyiragongo,14086,1884,102108,Explosion,,,,,,,,
223030,Nyiragongo,14087,1891,102110,Glow,,,,,,,,
223030,Nyiragongo,14088,1894,102112,Lava lake,,,,,,,,
223030,Nyiragongo,14090,1899,102115,Explosion,,,,,,,,
223030,Nyiragongo,14090,1899,102116,Lapilli,,,,,,,,
223030,Nyiragongo,14091,1900,102118,Explosion,,,,,,,,
223030,Nyiragongo,14104,1982,102119,Phreatic activity,,,,,,,,
223030,Nyiragongo,14104,1982,102120,Lava flow(s),,,,,,,,
223030,Nyiragongo,14104,1982,102121,Lava lake,,,,,,,,
223030,Nyiragongo,14104,1982,102122,Lava fountains,,,,,,,,
223030,Nyiragongo,14104,1982,102123,Earthquakes (undefined),,,,,,,,
223030,Nyiragongo,14105,1994,102125,Ash,,,,,,,,
223030,Nyiragongo,14105,1994,102126,Lava flow(s),,,,,,,,
223030,Nyiragongo,14105,1994,102127,Lava lake,,,,,,,,
223030,Nyiragongo,14105,1994,102128,Lava fountains,,,,,,,,
223030,Nyiragongo,14105,1994,102129,Volcanic tremor,,,,,,,,
223030,Nyiragongo,14106,2002,102132,Explosion,,,,,,,,
223030,Nyiragongo,14106,2002,102133,Ash,,,,,,,,
223030,Nyiragongo,14106,2002,102134,Lava flow(s),,,,,,,,
223030,Nyiragongo,14106,2002,102135,Property damage,,,,,,,,
223030,Nyiragongo,14106,2002,102136,Fatalities,,,2002,,1,,17,
223030,Nyiragongo,14106,2002,102137,Evacuations,,,,,,,,
223030,Nyiragongo,14106,2002,102138,Lava fountains,,,,,,,,
223030,Nyiragongo,14106,2002,102139,Earthquakes (undefined),,,,,,,,
223030,Nyiragongo,14107,2002,102141,Explosion,,,,,,,,
223030,Nyiragongo,14107,2002,102142,Ash,,,,,,,,
223030,Nyiragongo,14107,2002,102143,Scoria,,,,,,,,
223030,Nyiragongo,14107,2002,102144,Lava flow(s),,,,,,,,
223030,Nyiragongo,14107,2002,102145,Lava lake,,,,,,,,
223030,Nyiragongo,14107,2002,102146,Property damage,,,,,,,,
223030,Nyiragongo,14107,2002,102147,Lava fountains,,,,,,,,
223030,Nyiragongo,14107,2002,102148,Volcanic tremor,Before eruption.,,,,,,,
223030,Nyiragongo,14107,2002,102149,Volcanic tremor,,,,,,,,
223040,Karisimbi,14108,-8050,102150,Lava flow(s),,,,,,,,
223050,Visoke,14109,1891,102151,Flames,,,,,,,,
224010,Cameroon,14122,1865,102153,Explosion,,,,,,,,
224010,Cameroon,14123,1866,102154,Explosion,Uncertain,,,,,,,
224010,Cameroon,14124,1868,102156,Explosion,,,,,,,,
224010,Cameroon,14124,1868,102157,Evacuations,,,,,,,,
224010,Cameroon,14125,1871,102158,Explosion,Uncertain,,,,,,,
224010,Cameroon,14126,1909,102160,Explosion,,,,,,,,
224010,Cameroon,14126,1909,102161,Lava flow(s),,,,,,,,
224010,Cameroon,14126,1909,102162,Crater formation,Parasitic.,,,,,,,
224010,Cameroon,14126,1909,102163,Earthquakes (undefined),Before.,,,,,,,
224010,Cameroon,14126,1909,102164,Blocks,,,,,,,,
390020,Erebus,14127,1957,102166,Glow,,,,,,,,
224010,Cameroon,14128,1922,102168,Explosion,,,,,,,,
224010,Cameroon,14128,1922,102169,Lava flow(s),,,,,,,,
224010,Cameroon,14128,1922,102170,Property damage,,,,,,,,
224010,Cameroon,14128,1922,102171,Crater formation,Parasitic.,,,,,,,
224010,Cameroon,14128,1922,102172,Earthquakes (undefined),,,,,,,,
224010,Cameroon,14128,1922,102173,Lava flow(s),Entered water.,,,,,,,
224010,Cameroon,14130,1954,102176,Explosion,,,,,,,,
224010,Cameroon,14130,1954,102177,Ash,,,,,,,,
224010,Cameroon,14130,1954,102178,Phreatic activity,,,,,,,,
224010,Cameroon,14130,1954,102179,Lava flow(s),weak or small,,,,,,,
224010,Cameroon,14130,1954,102180,Eruption cloud,,,,,,,,
224010,Cameroon,14130,1954,102181,Earthquakes (undefined),Before.,,,,,,,
224010,Cameroon,14131,1959,102183,Explosion,,,,,,,,
224010,Cameroon,14131,1959,102184,Ash,,,,,,,,
224010,Cameroon,14135,2000,102185,Earthquakes (undefined),Before.,,,,,,,
224010,Cameroon,14135,2000,102186,Earthquakes (undefined),,,,,,,,
224010,Cameroon,14135,2000,102187,Blocks,,,,,,,,
231080,"Yar, Jabal",14136,1810,102188,Explosion,Uncertain,,,,,,,
231080,"Yar, Jabal",14136,1810,102189,Lava flow(s),Uncertain,,,,,,,
224030,Oku Volcanic Field,14137,1550,102191,Explosion,,,,,,,,
224030,Oku Volcanic Field,14137,1550,102192,Pyroclastic flow,,,,,,,,
224030,Oku Volcanic Field,14137,1550,102193,Phreatic activity,,,,,,,,
224030,Oku Volcanic Field,14138,1986,102195,Phreatic activity,Uncertain,,,,,,,
224030,Oku Volcanic Field,14138,1986,102196,Property damage,,,,,,,,
224030,Oku Volcanic Field,14138,1986,102197,Fatalities,,,1984,,8,,15,
224030,Oku Volcanic Field,14138,1986,102198,Evacuations,,,,,,,,
225030,"Marra, Jebel",14139,-2000,102200,Explosion,extremely violent or catastrophic,,,,,,,
225030,"Marra, Jebel",14139,-2000,102201,Caldera formation,Explosion,,,,,,,
225030,"Marra, Jebel",14139,-2000,102202,Pumice,,,,,,,,
225050,Meidob Volcanic Field,14140,-6050,102204,Explosion,,,,,,,,
225050,Meidob Volcanic Field,14140,-6050,102205,Bombs,,,,,,,,
225050,Meidob Volcanic Field,14140,-6050,102206,Pyroclastic flow,,,,,,,,
225050,Meidob Volcanic Field,14140,-6050,102207,Pumice,,,,,,,,
225050,Meidob Volcanic Field,14141,-5250,102209,Explosion,,,,,,,,
225050,Meidob Volcanic Field,14141,-5250,102210,Pumice,,,,,,,,
225050,Meidob Volcanic Field,14142,-4150,102212,Explosion,,,,,,,,
225050,Meidob Volcanic Field,14142,-4150,102213,Pyroclastic flow,,,,,,,,
225050,Meidob Volcanic Field,14142,-4150,102214,Pumice,,,,,,,,
225050,Meidob Volcanic Field,14143,-3050,102216,Explosion,,,,,,,,
225050,Meidob Volcanic Field,14143,-3050,102217,Pyroclastic flow,,,,,,,,
231090,"Arhab, Harra of",14156,200,102219,Explosion,,,,,,,,
231090,"Arhab, Harra of",14156,200,102220,Lapilli,,,,,,,,
231090,"Arhab, Harra of",14156,200,102221,Bombs,,,,,,,,
231090,"Arhab, Harra of",14156,200,102222,Lava flow(s),,,,,,,,
231090,"Arhab, Harra of",14156,200,102223,Property damage,,,,,,,,
231090,"Arhab, Harra of",14157,500,102225,Lava flow(s),,,,,,,,
231090,"Arhab, Harra of",14157,500,102226,Property damage,,,,,,,,
231110,"Haylan, Jabal",14158,-1200,102227,Lava flow(s),,,,,,,,
231120,"Dhamar, Harras of",14159,1937,102228,Explosion,Uncertain,,,,,,,
231160,"Sawad, Harra Es-",14160,1253,102229,Explosion,Uncertain,,,,,,,
231180,Bir Borhut,14161,950,102230,Explosion,Uncertain,,,,,,,
231180,Bir Borhut,14161,950,102231,Lava flow(s),Uncertain,,,,,,,
232010,Damavand,14163,-5350,102233,Lava flow(s),,,,,,,,
232050,Taftan,14164,1902,102235,Volcanic smoke,,,,,,,,
232050,Taftan,14164,1902,102236,Glow,,,,,,,,
232050,Taftan,14165,1993,102237,Lava flow(s),Uncertain,,,,,,,
232050,Taftan,14165,1993,102238,Property damage,,,,,,,,
233020,"Fournaise, Piton de la",14166,1842,102239,Lava flow(s),,,,,,,,
233020,"Fournaise, Piton de la",14167,1843,102240,Lava flow(s),,,,,,,,
233005,Mayotte,14169,-4050,102245,Explosion,,,,,,,,
233005,Mayotte,14169,-4050,102246,Pumice,,,,,,,,
233005,Mayotte,14170,-3550,102247,Explosion,,,,,,,,
233005,Mayotte,14170,-3550,102248,Pumice,,,,,,,,
233005,Mayotte,14171,-2050,102249,Explosion,,,,,,,,
233005,Mayotte,14171,-2050,102250,Pumice,,,,,,,,
233010,Karthala,14185,1858,102253,Explosion,,,,,,,,
233010,Karthala,14185,1858,102254,Lava flow(s),,,,,,,,
233010,Karthala,14185,1858,102255,Cinder cone formation,,,,,,,,
233010,Karthala,14185,1858,102256,Earthquakes (undefined),,,,,,,,
233010,Karthala,14185,1858,102257,Lava flow(s),Entered water.,,,,,,,
233010,Karthala,14186,1859,102259,Explosion,,,,,,,,
233010,Karthala,14186,1859,102260,Lava flow(s),,,,,,,,
233010,Karthala,14186,1859,102261,Cinder cone formation,,,,,,,,
233010,Karthala,14186,1859,102262,Lava flow(s),Entered water.,,,,,,,
233010,Karthala,14187,1860,102264,Lava flow(s),,,,,,,,
233010,Karthala,14187,1860,102265,Lava flow(s),Entered water.,,,,,,,
233010,Karthala,14188,1862,102267,Explosion,,,,,,,,
233010,Karthala,14188,1862,102268,Lava flow(s),,,,,,,,
233010,Karthala,14188,1862,102269,Cinder cone formation,,,,,,,,
233010,Karthala,14188,1862,102270,Lava flow(s),Entered water.,,,,,,,
233010,Karthala,14189,1865,102272,Explosion,Uncertain,,,,,,,
233010,Karthala,14189,1865,102273,Cinder cone formation,,,,,,,,
233010,Karthala,14189,1865,102274,Earthquakes (undefined),,,,,,,,
233010,Karthala,14190,1872,102277,Explosion,,,,,,,,
233010,Karthala,14190,1872,102278,Lava flow(s),,,,,,,,
233010,Karthala,14190,1872,102279,Cinder cone formation,,,,,,,,
233010,Karthala,14190,1872,102280,Lava flow(s),Entered water.,,,,,,,
233010,Karthala,14191,1876,102283,Lava flow(s),,,,,,,,
233010,Karthala,14197,1928,102284,Glow,,,,,,,,
233010,Karthala,14198,1948,102287,Explosion,,,,,,,,
233010,Karthala,14198,1948,102288,Ash,weak or small,,,,,,,
233010,Karthala,14198,1948,102289,Scoria,,,,,,,,
233010,Karthala,14198,1948,102290,Lava lake,,,,,,,,
233010,Karthala,14199,1952,102293,Explosion,,,,,,,,
233010,Karthala,14199,1952,102294,Lightning,,,,,,,,
233010,Karthala,14200,1956,102296,Explosion,Uncertain,,,,,,,
233010,Karthala,14200,1956,102297,Ash,Uncertain,,,,,,,
233010,Karthala,14200,1956,102298,Lava flow(s),Uncertain,,,,,,,
233010,Karthala,14201,1965,102300,Explosion,,,,,,,,
233010,Karthala,14201,1965,102301,Ash,,,,,,,,
233010,Karthala,14201,1965,102302,Lava flow(s),,,,,,,,
233010,Karthala,14201,1965,102303,Lava lake,,,,,,,,
233010,Karthala,14202,1972,102305,Ash,,,,,,,,
233010,Karthala,14202,1972,102306,Lava flow(s),,,,,,,,
233010,Karthala,14202,1972,102307,Lava lake,,,,,,,,
233010,Karthala,14202,1972,102308,Cinder cone formation,,,,,,,,
233010,Karthala,14203,1977,102310,Explosion,,,,,,,,
233010,Karthala,14203,1977,102311,Ash,,,,,,,,
233010,Karthala,14203,1977,102312,Lava flow(s),,,,,,,,
233010,Karthala,14203,1977,102313,Property damage,,,,,,,,
233010,Karthala,14203,1977,102314,Fatalities,Uncertain,,1977,,4,,5,
233010,Karthala,14203,1977,102315,Evacuations,,,,,,,,
233010,Karthala,14203,1977,102316,Lava fountains,,,,,,,,
233010,Karthala,14206,2005,102317,Loud audible noises,,,,,,,,
233010,Karthala,14206,2005,102318,Volcanic tremor,,,,,,,,
233010,Karthala,14206,2005,102319,Volcanic tremor,After eruption.,,,,,,,
233010,Karthala,14206,2005,102320,Earthquakes (undefined),Before.,,,,,,,
233010,Karthala,14206,2005,102321,Earthquakes (undefined),,,,,,,,
233010,Karthala,14206,2005,102322,Lightning,,,,,,,,
233010,Karthala,14206,2005,102323,Blocks,,,,,,,,
233010,Karthala,14207,2006,102325,Lava lake,,,,,,,,
233010,Karthala,14207,2006,102326,Lava fountains,,,,,,,,
233010,Karthala,14207,2006,102327,Volcanic tremor,,,,,,,,
233010,Karthala,14207,2006,102328,Earthquakes (undefined),Before.,,,,,,,
233010,Karthala,14208,2007,102330,Explosion,,,,,,,,
233010,Karthala,14208,2007,102331,Ash,,,,,,,,
233010,Karthala,14208,2007,102332,Lava lake,,,,,,,,
233010,Karthala,14208,2007,102333,Volcanic tremor,,,,,,,,
233010,Karthala,14208,2007,102334,Earthquakes (undefined),Before.,,,,,,,
233020,"Fournaise, Piton de la",14209,-2800,102336,Explosion,,,,,,,,
233020,"Fournaise, Piton de la",14209,-2800,102337,Scoria,,,,,,,,
233020,"Fournaise, Piton de la",14210,-2700,102339,Explosion,,,,,,,,
233020,"Fournaise, Piton de la",14210,-2700,102340,Ash,,,,,,,,
233020,"Fournaise, Piton de la",14210,-2700,102341,Lapilli,,,,,,,,
233020,"Fournaise, Piton de la",14210,-2700,102342,Pyroclastic flow,,,,,,,,
233020,"Fournaise, Piton de la",14210,-2700,102343,Phreatic activity,,,,,,,,
233020,"Fournaise, Piton de la",14210,-2700,102344,Edifice destroyed,Collapse/avalanche,,,,,,,
233020,"Fournaise, Piton de la",14210,-2700,102345,Debris avalanches,,,,,,,,
233020,"Fournaise, Piton de la",14211,-1790,102347,Explosion,,,,,,,,
233020,"Fournaise, Piton de la",14211,-1790,102348,Scoria,,,,,,,,
233020,"Fournaise, Piton de la",14229,1734,102350,Lava flow(s),Entered water.,,,,,,,
233020,"Fournaise, Piton de la",14230,1734,102351,Lava flow(s),,,,,,,,
233020,"Fournaise, Piton de la",14231,1751,102352,Explosion,,,,,,,,
233020,"Fournaise, Piton de la",14231,1751,102353,Lava flow(s),,,,,,,,
233020,"Fournaise, Piton de la",14231,1751,102354,Lava flow(s),Entered water.,,,,,,,
233020,"Fournaise, Piton de la",14232,1753,102355,Scoria,,,,,,,,
233020,"Fournaise, Piton de la",14232,1753,102356,Phreatic activity,,,,,,,,
233020,"Fournaise, Piton de la",14232,1753,102357,Lava flow(s),,,,,,,,
233020,"Fournaise, Piton de la",14232,1753,102358,Lava flow(s),Entered water.,,,,,,,
233020,"Fournaise, Piton de la",14234,1760,102361,Explosion,,,,,,,,
233020,"Fournaise, Piton de la",14234,1760,102362,Scoria,,,,,,,,
233020,"Fournaise, Piton de la",14234,1760,102363,Phreatic activity,,,,,,,,
233020,"Fournaise, Piton de la",14234,1760,102364,Phreatomagmatic eruption,,,,,,,,
233020,"Fournaise, Piton de la",14235,1766,102367,Explosion,,,,,,,,
233020,"Fournaise, Piton de la",14235,1766,102368,Phreatic activity,,,,,,,,
